,school,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,rnd,pick,completions_total,attempts_total,passing_yards_total,pass_td_total,ints_thrown_total,rush_attempts_total,rush_yards_total,rush_td_total,receptions_total,rec_yards_total,rec_td_total,rush_rec_plays_total,tot_rush_rec_yards,total__rush_rec_tds,college_score_total,completions_avg,attempts_avg,completion_percentage,passing_yards_avg,pass_yards_per_attempt,adjusted_pass_yards_per_attempt,pass_td_avg,ints_thrown_avg,passer_rating,rush_attempts_avg,rush_yards_avg,avg_rush_yards,rush_td_avg,receptions_avg,rec_yards_avg,avg_rec_yards,rec_td_avg,rush_rec_plays_avg,avg_rush_rec_yards,college_score_avg,nfl_score,position_FB,position_QB,position_RB,position_TE,position_WR
973,11.0,187.96,215.0,4.43,38.0,18.0,132.0,100.0,100.0,4.0,114.0,0.0,0.0,0.0,0.0,0.0,924.0,7190.0,20.0,1477.0,20228.0,112.0,2401.0,27418.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,5.3,0.0,2.0,21.0,7.6,0.0,3.0,7.2,0.0,5.5,False,False,False,False,True
974,87.0,200.66,244.0,4.86,36.0,0.0,118.0,7.14,4.26,1.0,26.0,9809.0,15795.0,113136.0,685.0,246.0,3441.0,8495.0,121.0,0.0,0.0,0.0,3441.0,8495.0,121.0,0.0,19.0,33.0,61.9,198.0,6.8,6.7,1.0,0.0,125.7,7.0,14.0,3.3,0.0,0.0,0.0,0.0,0.0,7.0,3.3,0.0,8.72,False,True,False,False,False
975,52.0,180.34,219.0,4.31,30.5,25.0,0.0,100.0,100.0,7.0,242.0,0.0,0.0,0.0,0.0,0.0,8197.0,51571.0,498.0,694.0,6649.0,44.0,8891.0,58220.0,542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,43.0,4.6,0.0,1.0,11.0,6.0,0.0,10.0,4.6,0.0,0.0,False,False,True,False,False
976,124.0,185.42,201.0,4.5,35.0,17.0,123.0,6.65,4.07,3.0,85.0,16646.0,28574.0,223225.0,2108.0,770.0,25802.0,134286.0,1218.0,241.0,3495.0,11.0,26043.0,137781.0,1229.0,0.0,8.0,18.0,56.0,132.0,7.4,9.1,1.0,0.0,143.2,16.0,75.0,5.2,0.0,2.0,12.0,6.0,0.0,16.0,5.2,0.0,1.8,False,False,False,False,True
977,52.0,182.88,198.0,4.45,36.0,15.0,129.0,6.94,4.34,4.0,112.0,0.0,0.0,0.0,0.0,0.0,584.0,2751.0,0.0,6441.0,89167.0,564.0,7025.0,91918.0,564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,52.0,12.0,0.0,4.0,12.0,0.0,3.2,False,False,False,False,True
978,28.0,185.42,206.0,4.53,37.0,10.0,130.0,6.76,4.2,4.0,107.0,378.0,547.0,9778.0,43.0,23.0,268.0,902.0,0.0,1707.0,33721.0,367.0,1975.0,34623.0,367.0,0.0,5.0,7.0,70.7,126.0,16.8,18.2,0.5,0.0,235.25,1.0,2.0,2.0,0.0,3.0,43.0,15.0,0.0,2.0,14.3,0.0,1.0,False,False,False,False,True
979,169.0,193.04,262.0,100.0,0.0,0.0,0.0,100.0,100.0,6.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.0,9714.0,42.0,777.0,9714.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,11.0,0.0,2.0,11.0,0.0,2.0,False,False,False,True,False
980,176.0,185.42,207.0,4.47,34.5,0.0,121.0,7.08,4.33,5.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3307.0,42706.0,137.0,3307.0,42706.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,11.2,0.0,3.0,11.2,0.0,0.4,False,False,False,False,True
981,30.0,187.96,209.0,4.45,35.5,12.0,122.0,6.96,4.46,7.0,241.0,0.0,0.0,0.0,0.0,0.0,40.0,160.0,0.0,2851.0,29987.0,209.0,2891.0,30147.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,3.0,21.0,11.5,0.0,3.0,11.5,0.0,1.85,False,False,False,False,True
982,176.0,177.8,208.0,4.54,32.0,19.0,124.0,100.0,100.0,5.0,149.0,0.0,0.0,0.0,0.0,0.0,7354.0,40536.0,363.0,1163.0,11441.0,71.0,8517.0,51977.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,78.0,5.6,1.0,2.0,20.0,9.0,0.0,17.0,6.3,0.0,4.75,False,False,True,False,False
983,98.0,187.96,226.0,4.79,32.5,0.0,116.0,7.11,4.32,4.0,135.0,9469.0,15406.0,116701.0,823.0,369.0,7573.0,33737.0,689.0,44.0,1170.0,42.0,7617.0,34907.0,731.0,1768.88,7.0,17.0,61.9,89.0,6.8,9.2,1.0,0.0,154.0,6.0,14.0,3.0,1.0,1.0,24.0,24.0,1.0,6.0,3.0,42.720000000000006,22.700000000000003,False,True,False,False,False
984,121.0,182.88,220.0,4.48,35.5,0.0,121.0,100.0,100.0,3.0,90.0,0.0,0.0,0.0,0.0,0.0,1597.0,7713.0,43.0,710.0,9868.0,31.0,2307.0,17581.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,25.0,4.9,0.0,1.0,20.0,12.8,0.0,3.0,9.0,0.0,7.5,False,False,True,False,False
985,43.0,185.42,203.0,4.59,34.5,0.0,123.0,6.77,4.19,4.0,126.0,0.0,21.0,0.0,0.0,0.0,1555.0,6137.0,21.0,896.0,10469.0,60.0,2451.0,16606.0,81.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,2.0,17.0,10.0,0.0,2.0,3.4,0.0,0.0,False,False,False,False,True
986,102.0,193.04,253.0,4.74,35.0,23.0,124.0,7.1,4.33,7.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,2037.0,21.0,195.0,2037.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,0.0,2.0,9.0,0.0,0.0,False,False,False,True,False
987,85.0,187.96,194.0,4.55,33.5,11.0,114.0,100.0,100.0,5.0,140.0,0.0,0.0,0.0,0.0,0.0,33.0,39.0,0.0,4391.0,49708.0,206.0,4424.0,49747.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,-3.0,0.0,3.0,33.0,12.7,0.0,3.0,12.7,0.0,4.0,False,False,False,False,True
988,125.0,177.8,194.0,4.48,41.0,20.0,123.0,7.0,4.35,2.0,40.0,0.0,0.0,0.0,0.0,0.0,163.0,1556.0,0.0,4355.0,62125.0,426.0,4518.0,63681.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,4.0,48.0,14.3,0.0,4.0,14.3,0.0,11.3,False,False,False,False,True
989,190.0,177.8,208.0,4.47,33.5,14.0,120.0,6.83,4.28,5.0,153.0,0.0,0.0,0.0,0.0,0.0,5673.0,32430.0,169.0,676.0,5777.0,0.0,6349.0,38207.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,62.0,5.5,0.0,1.0,11.0,8.0,0.0,9.0,5.5,0.0,4.6,False,False,True,False,False
990,64.0,198.12,234.0,5.02,29.0,0.0,105.0,100.0,100.0,6.0,187.0,9973.0,16501.0,136927.0,1240.0,324.0,2013.0,1006.0,84.0,0.0,0.0,0.0,2013.0,1006.0,84.0,0.0,12.0,19.0,62.2,172.0,8.3,9.8,2.0,0.0,159.3,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,False,True,False,False,False
991,43.0,177.8,207.0,4.6,32.0,15.0,113.0,100.0,100.0,6.0,211.0,0.0,0.0,0.0,0.0,0.0,6933.0,33100.0,310.0,220.0,1820.0,0.0,7153.0,34920.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,55.0,4.6,0.0,1.0,15.0,10.5,0.0,16.0,4.7,0.0,0.0,False,False,True,False,False
992,124.0,190.5,212.0,4.57,35.0,18.0,126.0,6.8,4.13,2.0,47.0,0.0,0.0,0.0,0.0,0.0,576.0,3453.0,0.0,2426.0,39552.0,411.0,3002.0,43005.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,6.0,0.0,4.0,55.0,13.5,1.0,2.0,9.0,0.0,12.600000000000001,False,False,False,False,True
993,96.0,187.96,221.0,4.52,33.0,12.0,117.0,100.0,100.0,1.0,23.0,78.0,139.0,1959.0,1.0,20.0,72.0,38.0,0.0,2866.0,32941.0,264.0,2938.0,32979.0,264.0,103.99999999999999,1.0,1.0,100.0,19.0,19.0,19.0,0.0,0.0,259.6,1.0,1.0,1.0,0.0,5.0,58.0,11.0,0.0,5.0,10.4,5.199999999999999,0.0,False,False,False,False,True
994,124.0,198.12,257.0,4.76,30.5,17.0,111.0,7.05,4.2,3.0,94.0,0.0,0.0,0.0,0.0,0.0,39.0,-39.0,0.0,988.0,10551.0,68.0,1027.0,10512.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,2.0,13.0,8.0,0.0,2.0,8.0,0.0,1.2,False,False,False,True,False
995,120.0,185.42,239.0,4.6,38.5,30.0,123.0,7.12,4.12,6.0,197.0,0.0,0.0,0.0,0.0,0.0,103.0,474.0,0.0,2299.0,24727.0,198.0,2402.0,25201.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,20.0,7.0,0.0,2.0,7.0,0.0,0.0,True,False,False,False,False
996,167.0,172.72,204.0,4.49,34.5,24.0,116.0,7.03,4.2,5.0,143.0,0.0,0.0,0.0,0.0,0.0,12582.0,64786.0,564.0,2930.0,21248.0,41.0,15512.0,86034.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,38.0,4.5,0.0,2.0,10.0,5.8,0.0,11.0,4.6,0.0,0.0,False,False,True,False,False
997,114.0,195.57999999999998,237.0,4.77,30.5,0.0,118.0,6.86,4.15,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.920000000000002,False,True,False,False,False
998,8.0,180.34,220.0,4.56,0.0,16.0,0.0,100.0,100.0,5.0,156.0,21.0,86.0,441.0,21.0,0.0,7364.0,42639.0,171.0,1106.0,20220.0,147.0,8470.0,62859.0,318.0,227.64,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,34.0,4.5,0.0,2.0,15.0,8.0,0.0,6.0,5.6,10.84,1.0,False,False,True,False,False
999,153.0,185.42,189.0,4.44,29.5,8.0,125.0,6.98,4.28,5.0,170.0,0.0,1.0,0.0,0.0,0.0,443.0,4499.0,60.0,1767.0,25431.0,137.0,2210.0,29930.0,197.0,4.1000000000000005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,7.5,0.0,3.0,49.0,12.0,0.0,3.5,11.8,4.1000000000000005,0.0,False,False,False,False,True
1000,66.0,187.96,219.0,100.0,31.0,0.0,113.0,100.0,100.0,3.0,104.0,5184.0,9094.0,64718.0,414.0,178.0,2744.0,3023.0,144.0,0.0,0.0,0.0,2744.0,3023.0,144.0,0.0,11.0,20.0,57.55,152.0,7.5,7.7,1.0,0.0,128.4,5.0,4.0,0.8,0.0,0.0,0.0,0.0,0.0,5.0,0.8,0.0,10.879999999999999,False,True,False,False,False
1001,124.0,187.96,222.0,100.0,0.0,19.0,0.0,7.07,4.33,7.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,5788.0,70.0,475.0,5788.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,40.0,12.0,0.0,3.0,12.0,0.0,0.8,False,False,False,False,True
1002,91.0,195.57999999999998,246.0,100.0,0.0,0.0,0.0,100.0,100.0,5.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1801.0,21903.0,135.0,1801.0,21917.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,35.0,10.8,0.0,3.0,10.8,0.0,0.0,False,False,False,True,False
1003,127.0,182.88,218.0,4.58,37.0,23.0,130.0,100.0,100.0,7.0,249.0,56.0,74.0,579.0,0.0,0.0,3111.0,17745.0,208.0,496.0,5005.0,22.0,3607.0,22750.0,230.0,725.4000000000001,1.0,1.0,100.0,7.0,7.0,7.0,0.0,0.0,158.8,8.0,44.0,5.4,0.0,2.0,10.0,10.0,0.0,10.0,6.2,6.48,8.1,False,False,True,False,False
1004,91.0,190.5,204.0,4.47,35.5,10.0,132.0,6.7,4.09,4.0,139.0,0.0,0.0,0.0,0.0,0.0,259.0,2682.0,18.0,1543.0,23839.0,265.0,1802.0,26521.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,5.0,0.0,3.0,33.0,12.0,0.0,3.0,12.3,0.0,1.5,False,False,False,False,True
1005,111.0,167.64000000000001,179.0,4.42,31.5,11.0,118.0,100.0,100.0,4.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,False,False,True,False,False
1006,89.0,185.42,195.0,4.45,34.0,10.0,122.0,100.0,100.0,7.0,219.0,0.0,0.0,0.0,0.0,0.0,81.0,1810.0,19.0,2437.0,33377.0,286.0,2518.0,35187.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,0.0,3.0,52.0,13.0,0.0,3.0,11.7,0.0,0.0,False,False,False,False,True
1007,135.0,185.42,233.0,4.65,29.0,20.0,113.0,100.0,100.0,3.0,105.0,0.0,0.0,0.0,0.0,0.0,7566.0,42349.0,612.0,309.0,4478.0,49.0,7875.0,46827.0,661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,77.0,4.5,1.0,2.0,28.0,14.0,0.0,14.0,5.4,0.0,1.15,False,False,True,False,False
1008,47.0,177.8,210.0,4.49,30.5,22.0,116.0,7.27,4.53,2.0,41.0,0.0,0.0,0.0,0.0,0.0,7358.0,47504.0,552.0,790.0,8107.0,3.0,8148.0,55611.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,110.0,6.0,1.0,2.0,17.0,8.6,0.0,21.0,6.5,0.0,14.55,False,False,True,False,False
1009,91.0,187.96,214.0,4.45,36.0,17.0,124.0,100.0,100.0,3.0,106.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,1957.0,26769.0,165.0,1970.0,26779.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,0.0,4.0,68.0,12.2,0.0,5.0,12.2,0.0,1.05,False,False,False,False,True
1010,191.0,190.5,209.0,100.0,0.0,0.0,0.0,100.0,100.0,1.0,5.0,21.0,21.0,454.0,0.0,0.0,1361.0,2438.0,0.0,5434.0,83711.0,655.0,6795.0,86149.0,655.0,0.0,1.0,1.0,100.0,22.0,22.0,22.0,0.0,0.0,284.8,2.0,7.0,1.0,0.0,7.0,96.0,14.5,1.0,7.0,12.0,0.0,4.35,False,False,False,False,True
1011,54.0,190.5,219.0,4.44,41.0,19.0,136.0,6.82,4.28,6.0,209.0,0.0,13.0,0.0,0.0,0.0,283.0,1570.0,8.0,3201.0,50248.0,235.0,3484.0,51818.0,243.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,4.7,0.0,4.0,76.0,15.8,0.0,4.0,15.7,0.0,0.0,False,False,False,False,True
1012,112.0,175.26,205.0,4.47,28.0,18.0,109.0,100.0,100.0,7.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,False,False,True,False,False
1013,163.0,190.5,216.0,4.64,33.0,0.0,122.0,6.75,4.31,4.0,135.0,8152.0,13170.0,94759.0,672.0,386.0,5364.0,27765.0,424.0,6.0,294.0,6.0,5370.0,28059.0,430.0,188.62,16.0,26.0,61.5,192.0,6.9,7.4,2.0,1.0,133.5,10.0,50.0,4.8,0.0,1.0,58.0,58.0,1.0,10.0,4.8,31.22,0.0,False,True,False,False,False
1014,76.0,187.96,196.0,4.52,39.5,11.0,135.0,7.19,4.26,7.0,247.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,18536.0,142.0,1142.0,18536.0,142.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,52.0,13.6,0.0,3.0,13.6,0.0,0.0,False,False,False,False,True
1015,96.0,190.5,234.0,4.42,36.0,19.0,125.0,6.92,4.23,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2379.0,32271.0,243.0,2379.0,32271.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.0,12.2,0.0,4.0,12.2,0.0,12.1,False,False,False,True,False
1016,148.0,190.5,239.0,4.62,37.5,22.0,126.0,6.99,4.33,2.0,44.0,20.0,20.0,140.0,20.0,0.0,137.0,78.0,59.0,1248.0,17920.0,117.0,1385.0,17998.0,176.0,401.6,1.0,1.0,100.0,7.0,7.0,27.0,1.0,0.0,488.8,1.0,2.0,1.3,1.0,3.0,45.0,12.3,0.0,3.5,11.5,20.080000000000002,1.35,False,False,False,True,False
1017,184.0,185.42,194.0,4.61,35.5,14.0,127.0,6.94,4.34,7.0,237.0,46.0,74.0,660.0,0.0,0.0,204.0,1106.0,0.0,2715.0,37906.0,220.0,2919.0,39012.0,220.0,87.2,1.0,1.0,100.0,14.0,14.0,14.0,0.0,0.0,217.6,1.0,5.0,5.0,0.0,5.0,68.0,14.3,0.0,6.0,13.3,21.8,0.0,False,False,False,False,True
1018,165.0,182.88,233.0,100.0,0.0,18.0,0.0,100.0,100.0,3.0,89.0,0.0,0.0,0.0,0.0,0.0,6462.0,40789.0,265.0,178.0,1831.0,0.0,6640.0,42620.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,131.0,4.9,0.0,1.0,12.0,10.7,0.0,19.0,5.2,0.0,4.25,False,False,True,False,False
1019,76.0,182.88,240.0,4.51,28.5,0.0,0.0,100.0,100.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,6310.0,37077.0,385.0,484.0,6486.0,13.0,6794.0,43563.0,398.0,167.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,108.0,5.0,1.0,2.0,36.0,10.8,0.0,19.0,5.8,33.4,15.399999999999999,False,False,True,False,False
1020,30.0,182.88,215.0,4.6,29.5,21.0,120.0,7.17,4.28,4.0,140.0,0.0,0.0,0.0,0.0,0.0,8599.0,44293.0,456.0,756.0,5269.0,26.0,9355.0,49562.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,101.0,5.4,1.0,2.0,10.0,6.15,0.0,21.0,5.4,0.0,4.75,False,False,True,False,False
1021,190.0,180.34,191.0,4.5,32.0,8.0,118.0,6.83,4.2,5.0,166.0,0.0,0.0,0.0,0.0,0.0,51.0,624.0,0.0,974.0,20810.0,233.0,1025.0,21434.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,3.0,36.0,18.0,1.0,2.0,16.5,0.0,0.0,False,False,False,False,True
1022,133.0,185.42,209.0,4.42,36.0,19.0,126.0,7.01,4.0,3.0,84.0,0.0,0.0,0.0,0.0,0.0,44.0,297.0,0.0,2006.0,30727.0,285.0,2050.0,31024.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,0.0,4.0,67.0,13.0,0.0,4.0,12.5,0.0,2.8499999999999996,False,False,False,False,True
1023,118.0,193.04,218.0,4.5,35.5,18.0,120.0,7.0,4.15,3.0,96.0,0.0,0.0,0.0,0.0,0.0,295.0,1758.0,14.0,1987.0,27149.0,230.0,2282.0,28907.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,6.0,72.0,12.0,1.0,7.0,12.0,0.0,4.9,False,False,False,False,True
1024,23.0,187.96,202.0,4.53,35.0,11.0,119.0,6.74,4.13,4.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1313.0,18190.0,120.0,1313.0,18190.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,51.0,13.0,0.0,4.0,13.0,0.0,3.5,False,False,False,False,True
1025,80.0,180.34,199.0,4.46,36.0,13.0,131.0,7.18,4.35,3.0,82.0,0.0,0.0,0.0,0.0,0.0,321.0,3157.0,39.0,2078.0,42225.0,488.0,2399.0,45382.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,8.0,0.0,5.0,78.0,19.2,1.0,6.0,19.2,0.0,0.0,False,False,False,False,True
1026,198.0,185.42,219.0,4.54,34.0,15.0,125.0,7.03,4.32,5.0,156.0,0.0,0.0,0.0,0.0,0.0,10166.0,60093.0,498.0,552.0,6253.0,0.0,10718.0,66346.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,126.0,5.2,1.0,1.0,15.0,8.5,0.0,26.0,5.2,0.0,1.5,False,False,True,False,False
1027,184.0,198.12,257.0,4.57,39.0,18.0,134.0,100.0,4.45,6.0,201.0,0.0,0.0,0.0,0.0,0.0,198.0,867.0,14.0,1730.0,23285.0,273.0,1928.0,24152.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,3.0,42.0,11.3,0.0,4.0,11.3,0.0,0.0,False,False,False,True,False
1028,110.0,193.04,221.0,4.53,0.0,0.0,0.0,100.0,100.0,4.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.0,18872.0,174.0,781.0,18872.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.0,20.5,0.0,2.0,20.5,0.0,1.85,False,False,False,False,True
1029,110.0,182.88,232.0,100.0,0.0,18.0,0.0,100.0,100.0,7.0,242.0,0.0,0.0,0.0,0.0,0.0,5780.0,35667.0,373.0,508.0,2959.0,0.0,6288.0,38626.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,98.0,5.1,1.0,1.0,5.0,4.0,0.0,17.0,5.0,0.0,0.0,False,False,True,False,False
1030,3.0,198.12,251.0,4.51,30.0,22.0,121.0,6.85,4.16,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1338.0,17177.0,56.0,1338.0,17177.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,12.8,0.0,2.0,12.8,0.0,2.2,False,False,False,True,False
1031,170.0,177.8,216.0,4.62,36.5,18.0,119.0,100.0,100.0,3.0,86.0,0.0,11.0,0.0,0.0,11.0,9892.0,60083.0,484.0,1159.0,9012.0,18.0,11051.0,69095.0,502.0,99.0,0.0,1.0,0.0,0.0,0.0,-45.0,0.0,1.0,-200.0,19.0,107.0,5.4,1.0,3.0,11.0,6.2,0.0,21.0,5.4,9.0,14.399999999999999,False,False,True,False,False
1032,168.0,175.26,208.0,4.56,37.5,16.0,127.0,6.82,4.2,5.0,182.0,21.0,27.0,63.0,21.0,0.0,8063.0,49508.0,394.0,1255.0,16229.0,190.0,9318.0,65737.0,584.0,697.3199999999999,1.0,1.0,100.0,3.0,3.0,23.0,1.0,0.0,455.2,20.0,97.0,5.4,1.0,3.0,36.0,9.5,0.0,20.5,6.6,24.52,3.95,False,False,True,False,False
1033,39.0,187.96,201.0,4.45,36.5,15.0,133.0,6.79,4.01,2.0,37.0,34.0,34.0,76.0,21.0,0.0,61.0,-11.0,0.0,4879.0,52453.0,303.0,4940.0,52442.0,303.0,883.68,1.0,1.0,100.0,2.0,2.0,22.0,1.0,0.0,446.8,1.0,0.0,0.0,0.0,8.0,75.0,9.6,0.0,8.0,9.4,42.08,2.6500000000000004,False,False,False,False,True
1034,89.0,193.04,214.0,100.0,0.0,0.0,0.0,100.0,100.0,6.0,215.0,7651.0,12704.0,105027.0,680.0,216.0,1143.0,-4677.0,59.0,0.0,0.0,0.0,1143.0,-4677.0,59.0,0.0,20.0,32.0,60.25,286.0,7.6,7.9,1.0,0.0,132.1,3.0,-9.0,-5.0,0.0,0.0,0.0,0.0,0.0,3.0,-5.0,0.0,0.0,False,True,False,False,False
1035,163.0,177.8,214.0,4.56,39.5,15.0,131.0,100.0,100.0,3.0,67.0,5.0,5.0,120.0,0.0,0.0,2584.0,18338.0,229.0,885.0,7279.0,54.0,3469.0,25617.0,283.0,36.8,1.0,1.0,100.0,24.0,24.0,24.0,0.0,0.0,301.6,7.0,55.0,6.1,0.0,3.0,19.5,6.5,0.0,10.0,7.2,7.359999999999999,18.799999999999997,False,False,True,False,False
1036,66.0,193.04,247.0,4.52,35.0,18.0,132.0,100.0,100.0,5.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.0,9417.0,116.0,609.0,9417.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,17.5,0.0,2.0,17.5,0.0,3.7,False,False,False,True,False
1037,121.0,193.04,233.0,4.83,30.5,0.0,107.0,7.4,4.53,2.0,52.0,5696.0,9338.0,74964.0,589.0,283.0,3616.0,17482.0,268.0,17.0,68.0,0.0,3633.0,17550.0,268.0,374.0,19.0,30.0,62.5,235.0,8.3,8.0,2.0,1.0,136.4,11.0,52.0,4.7,1.0,1.0,4.0,4.0,0.0,11.0,4.7,22.0,12.08,False,True,False,False,False
