,school,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,rnd,pick,completions_total,attempts_total,passing_yards_total,pass_td_total,ints_thrown_total,rush_attempts_total,rush_yards_total,rush_td_total,receptions_total,rec_yards_total,rec_td_total,rush_rec_plays_total,tot_rush_rec_yards,total__rush_rec_tds,college_score_total,completions_avg,attempts_avg,completion_percentage,passing_yards_avg,pass_yards_per_attempt,adjusted_pass_yards_per_attempt,pass_td_avg,ints_thrown_avg,passer_rating,rush_attempts_avg,rush_yards_avg,avg_rush_yards,rush_td_avg,receptions_avg,rec_yards_avg,avg_rec_yards,rec_td_avg,rush_rec_plays_avg,avg_rush_rec_yards,college_score_avg,nfl_score,position_FB,position_QB,position_RB,position_TE,position_WR
0,110.0,187.96,209.0,4.59,39.5,0.0,121.0,7.22,100.0,4.0,127.0,0.0,0.0,0.0,0.0,0.0,91.0,182.0,0.0,1660.0,24828.0,184.0,1751.0,25010.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,5.8,0.0,4.0,58.0,12.8,0.0,5.0,11.0,0.0,0.0,False,False,False,False,True
1,91.0,187.96,241.0,4.6,0.0,0.0,0.0,100.0,100.0,3.0,85.0,0.0,0.0,0.0,0.0,0.0,3622.0,16626.0,202.0,584.0,6521.0,18.0,4206.0,23147.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,46.0,4.45,0.0,2.0,13.0,7.1,0.0,14.0,4.9,0.0,0.0,False,False,True,False,False
2,121.0,185.42,217.0,4.58,35.0,0.0,117.0,6.74,4.06,6.0,197.0,235.0,446.0,3243.0,38.0,9.0,387.0,2006.0,0.0,619.0,9247.0,45.0,1006.0,11253.0,45.0,0.0,3.0,15.0,62.5,40.0,8.3,10.8,0.0,0.0,173.6,1.0,17.0,4.2,0.0,4.0,77.0,14.3,0.0,3.0,14.0,0.0,0.0,False,False,False,False,True
3,47.0,185.42,216.0,4.72,33.5,0.0,114.0,7.35,4.33,2.0,54.0,2.0,23.0,66.0,0.0,0.0,118.0,723.0,0.0,971.0,14838.0,200.0,1089.0,15561.0,200.0,621.44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,5.0,60.0,12.7,1.0,5.0,12.7,28.6,0.0,False,False,False,False,True
4,23.0,190.5,234.0,4.61,35.5,0.0,117.0,7.2,4.02,1.0,19.0,4243.0,8736.0,54588.0,408.0,303.0,1908.0,-2608.0,52.0,21.0,183.0,4.0,1929.0,-2425.0,56.0,668.5600000000001,16.0,31.0,46.9,193.0,6.1,5.7,1.0,1.0,110.3,6.0,-8.0,-1.3,0.0,1.0,7.0,7.0,0.0,6.0,-1.0,33.120000000000005,0.0,False,True,False,False,False
5,32.0,190.5,220.0,4.46,0.0,0.0,0.0,100.0,100.0,3.0,93.0,0.0,0.0,0.0,0.0,0.0,105310.0,499952.0,7686.0,23791.0,184603.0,2581.0,129101.0,684555.0,10267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,65.0,4.2,1.0,2.0,14.0,7.7,0.0,7.0,5.5,0.0,0.0,False,False,True,False,False
6,107.0,182.88,197.0,4.51,42.5,0.0,126.0,6.96,4.16,3.0,71.0,0.0,0.0,0.0,0.0,0.0,256.0,2230.0,13.0,2458.0,32242.0,193.0,2714.0,34472.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,12.0,8.0,0.0,7.0,104.0,12.4,1.0,7.0,13.0,0.0,0.0,False,False,False,False,True
7,94.0,193.04,223.0,4.34,38.0,0.0,127.0,6.73,4.26,2.0,60.0,0.0,0.0,0.0,0.0,0.0,146.0,1039.0,21.0,1126.0,17206.0,101.0,1272.0,18245.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,64.0,14.3,0.0,4.0,13.8,0.0,0.0,False,False,False,False,True
8,66.0,190.5,257.0,4.65,37.5,0.0,123.0,100.0,100.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723.0,11684.0,75.0,723.0,11684.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,45.0,14.0,0.0,3.0,14.0,0.0,0.0,False,False,False,True,False
9,41.0,193.04,254.0,4.63,35.5,17.0,118.0,7.47,4.53,5.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False
10,181.0,180.34,186.0,4.42,36.0,0.0,122.0,6.76,3.99,3.0,74.0,23.0,65.0,380.0,0.0,0.0,113.0,317.0,1.0,1779.0,31693.0,246.0,1892.0,32010.0,247.0,1628.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,7.0,114.0,15.9,1.0,8.0,15.5,22.9,0.0,False,False,False,False,True
11,159.0,180.34,235.0,4.56,38.5,21.0,116.0,7.25,4.37,5.0,165.0,0.0,0.0,0.0,0.0,0.0,3007.0,13578.0,312.0,14659.0,182440.0,1137.0,17666.0,196018.0,1449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,0.0,2.0,26.0,11.0,0.0,3.0,9.0,0.0,1.7000000000000002,True,False,False,False,False
12,89.0,195.57999999999998,208.0,4.7,0.0,0.0,0.0,100.0,100.0,7.0,241.0,5856.0,10353.0,85064.0,724.0,236.0,448.0,-1038.0,8.0,0.0,0.0,0.0,448.0,-1038.0,8.0,0.0,16.0,29.0,58.6,235.0,8.5,9.6,2.0,0.0,155.4,1.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,0.0,False,True,False,False,False
13,32.0,185.42,233.0,4.71,32.5,21.0,113.0,7.18,4.29,7.0,236.0,0.0,0.0,0.0,0.0,0.0,262.0,1665.0,61.0,390.0,3174.0,0.0,652.0,4839.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,4.5,0.0,1.0,12.0,7.0,0.0,2.0,7.0,0.0,0.0,True,False,False,False,False
14,160.0,180.34,196.0,4.52,34.0,0.0,122.0,7.41,4.35,6.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True
15,178.0,185.42,219.0,4.35,0.0,27.0,137.0,100.0,100.0,3.0,96.0,0.0,0.0,0.0,0.0,0.0,1940.0,9644.0,74.0,122.0,1521.0,0.0,2062.0,11165.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,56.5,4.8,1.0,2.0,41.0,10.3,0.0,9.0,4.949999999999999,0.0,0.0,False,False,True,False,False
16,25.0,187.96,213.0,4.52,35.5,0.0,116.0,7.05,4.16,5.0,167.0,0.0,0.0,0.0,0.0,0.0,91.0,496.0,31.0,1152.0,19450.0,184.0,1243.0,19946.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,62.0,17.2,1.0,5.0,15.9,0.0,0.0,False,False,False,False,True
17,99.0,193.04,217.0,4.45,0.0,0.0,0.0,100.0,100.0,5.0,143.0,67.0,106.0,1171.0,51.0,0.0,77.0,114.0,0.0,1907.0,26155.0,196.0,1984.0,26269.0,196.0,43.39999999999999,1.0,1.0,100.0,6.0,6.0,26.0,1.0,0.0,480.4,1.0,2.0,2.0,0.0,5.5,69.0,13.55,0.0,6.0,13.1,6.199999999999999,0.0,False,False,False,False,True
18,3.0,182.88,223.0,4.65,0.0,22.0,0.0,100.0,100.0,7.0,235.0,0.0,0.0,0.0,0.0,0.0,3371.0,18053.0,157.0,43.0,257.0,0.0,3414.0,18310.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,71.0,5.3,1.0,1.0,7.0,7.0,0.0,14.0,5.3,0.0,0.0,False,False,True,False,False
19,47.0,185.42,205.0,4.44,34.5,0.0,116.0,7.54,4.43,7.0,231.0,0.0,0.0,0.0,0.0,0.0,35.0,157.0,0.0,763.0,12836.0,152.0,798.0,12993.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,62.0,15.7,0.0,3.0,15.7,0.0,0.0,False,False,False,False,True
20,125.0,170.18,195.0,4.48,38.0,21.0,123.0,100.0,4.08,4.0,108.0,0.0,0.0,0.0,0.0,0.0,6090.0,34851.0,336.0,1236.0,10204.0,53.0,7326.0,45055.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,90.0,5.1,1.0,3.0,27.5,7.0,0.0,21.0,6.1,0.0,0.0,False,False,True,False,False
21,98.0,180.34,232.0,4.59,32.0,29.0,113.0,7.73,4.68,4.0,121.0,0.0,0.0,0.0,0.0,0.0,1355.0,6434.0,37.0,301.0,3995.0,4.0,1656.0,10429.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,29.0,3.7,0.0,1.0,18.0,16.0,0.0,6.0,6.7,0.0,0.0,True,False,False,False,False
22,43.0,185.42,217.0,5.06,0.0,0.0,0.0,100.0,100.0,1.0,22.0,7061.0,11040.0,87467.0,659.0,288.0,1217.0,-1528.0,89.0,22.0,354.0,0.0,1239.0,-1174.0,89.0,684.02,21.0,33.0,63.6,302.0,7.4,8.0,2.0,1.0,145.8,4.0,-4.0,-1.8,0.0,1.0,21.0,21.0,0.0,4.0,-1.8,37.22,0.0,False,True,False,False,False
23,56.0,187.96,200.0,4.51,38.0,0.0,125.0,6.72,3.95,7.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True
24,129.0,177.8,178.0,4.56,31.5,0.0,114.0,7.34,4.28,7.0,221.0,19.0,41.0,1007.0,0.0,0.0,127.0,1578.0,2.0,1237.0,21708.0,184.0,1364.0,23286.0,186.0,71.89999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,11.0,0.0,3.0,49.0,16.3,0.0,4.0,16.0,4.6,0.0,False,False,False,False,True
25,43.0,182.88,205.0,4.42,0.0,0.0,0.0,100.0,100.0,2.0,44.0,0.0,0.0,0.0,0.0,0.0,49.0,228.0,9.0,1188.0,18397.0,142.0,1237.0,18625.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,5.0,65.0,13.6,0.0,5.0,13.6,0.0,0.0,False,False,False,False,True
26,89.0,187.96,230.0,4.41,39.0,0.0,132.0,100.0,100.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,210.0,0.0,1944.0,32917.0,342.0,1974.0,33127.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,0.0,2.0,29.0,13.0,0.0,2.0,13.0,0.0,0.0,False,False,False,False,True
27,166.0,180.34,201.0,4.38,38.5,0.0,127.0,100.0,100.0,2.0,45.0,0.0,0.0,0.0,0.0,0.0,59.0,547.0,2.0,913.0,12792.0,85.0,972.0,13339.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,0.0,3.0,31.0,11.0,0.0,4.0,11.3,0.0,0.0,False,False,False,False,True
28,133.0,187.96,214.0,4.57,0.0,0.0,0.0,100.0,100.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,962.0,17052.0,59.0,969.0,17061.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,3.0,57.0,19.5,0.0,3.0,19.5,0.0,0.0,False,False,False,False,True
29,64.0,180.34,260.0,4.9,29.0,20.0,103.0,100.0,100.0,4.0,118.0,0.0,0.0,0.0,0.0,0.0,1566.0,9532.0,162.0,218.0,2251.0,21.0,1784.0,11783.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,53.0,6.3,1.0,1.0,7.0,7.0,0.0,10.0,6.6,0.0,0.0,True,False,False,False,False
30,133.0,185.42,228.0,4.45,0.0,19.0,0.0,100.0,100.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,4433.0,33720.0,279.0,529.0,5287.0,58.0,4962.0,39007.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,39.0,6.0,0.0,2.0,18.0,7.7,0.0,10.0,6.7,0.0,0.0,False,False,True,False,False
31,157.0,195.57999999999998,247.0,4.61,33.5,0.0,0.0,100.0,100.0,2.0,63.0,0.0,4.0,0.0,0.0,4.0,4.0,-8.0,0.0,829.0,10346.0,140.0,833.0,10338.0,140.0,104.0,0.0,1.0,0.0,0.0,0.0,-45.0,0.0,1.0,-200.0,1.0,-2.0,-2.0,0.0,4.0,46.5,13.0,1.0,4.0,13.0,26.0,0.0,False,False,False,False,True
32,91.0,193.04,272.0,4.78,30.5,19.0,109.0,100.0,100.0,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,6253.0,55.0,655.0,6253.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,8.4,0.0,2.0,8.4,0.0,0.0,False,False,False,True,False
33,178.0,182.88,186.0,4.42,35.0,0.0,125.0,7.51,4.24,6.0,203.0,0.0,0.0,0.0,0.0,0.0,157.0,815.0,0.0,1101.0,15814.0,95.0,1258.0,16629.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,4.0,69.0,14.6,0.0,4.0,13.5,0.0,0.0,False,False,False,False,True
34,167.0,190.5,213.0,4.77,30.0,0.0,101.0,6.92,4.1,6.0,201.0,10646.0,15344.0,108264.0,828.0,289.0,1897.0,-1821.0,32.0,14.0,0.0,0.0,1911.0,-1821.0,32.0,625.8000000000001,34.0,47.0,70.0,366.0,7.3,8.2,3.0,0.0,143.9,7.0,-9.0,-1.9,0.0,1.0,0.0,0.0,0.0,7.0,-1.85,44.7,0.0,False,True,False,False,False
35,98.0,190.5,249.0,4.82,39.0,26.0,120.0,7.42,4.42,5.0,156.0,0.0,0.0,0.0,0.0,0.0,3.0,-21.0,0.0,570.0,6716.0,23.0,573.0,6695.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.0,-7.0,0.0,2.0,16.0,8.0,0.0,2.0,8.0,0.0,0.0,False,False,False,True,False
36,83.0,195.57999999999998,241.0,4.85,0.0,0.0,0.0,100.0,100.0,1.0,7.0,9452.0,14212.0,117706.0,862.0,239.0,1582.0,1251.0,63.0,20.0,220.0,20.0,1602.0,1471.0,83.0,372.0,26.0,39.0,68.3,307.0,8.1,8.8,2.0,0.0,151.1,4.0,-1.0,-0.2,0.0,1.0,11.0,11.0,1.0,4.0,-0.2,18.6,0.0,False,True,False,False,False
37,62.0,182.88,184.0,4.62,36.0,0.0,0.0,100.0,100.0,4.0,124.0,0.0,0.0,0.0,0.0,0.0,96.0,194.0,0.0,1154.0,16067.0,163.0,1250.0,16261.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.0,6.0,54.0,11.7,0.0,6.0,11.4,0.0,0.0,False,False,False,False,True
38,178.0,177.8,233.0,4.67,0.0,0.0,0.0,100.0,100.0,7.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
39,160.0,180.34,215.0,4.49,32.0,0.0,119.0,7.32,4.26,5.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,13762.0,76.0,825.0,13762.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,50.0,15.0,0.0,4.0,15.0,0.0,0.0,False,False,False,False,True
40,7.0,172.72,169.0,4.43,0.0,0.0,0.0,100.0,100.0,4.0,106.0,0.0,0.0,0.0,0.0,0.0,109.0,622.0,2.0,1410.0,24798.0,154.0,1519.0,25420.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,7.0,0.0,3.0,71.0,17.0,0.0,3.0,16.7,0.0,0.0,False,False,False,False,True
41,89.0,182.88,223.0,4.45,0.0,0.0,0.0,100.0,100.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,3401.0,21663.0,293.0,223.0,2683.0,0.0,3624.0,24346.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,112.0,6.0,1.0,2.0,13.0,8.5,0.0,17.0,6.0,0.0,0.0,False,False,True,False,False
42,183.0,193.04,210.0,4.61,0.0,0.0,0.0,100.0,100.0,3.0,95.0,33.0,66.0,297.0,12.0,0.0,75.0,640.0,1.0,1742.0,23262.0,150.0,1817.0,23902.0,151.0,240.95999999999998,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,20.6,1.0,9.0,9.0,0.0,4.0,69.0,13.1,0.0,5.0,12.2,20.08,0.0,False,False,False,False,True
43,157.0,187.96,240.0,4.65,32.5,22.0,114.0,7.29,4.26,7.0,247.0,0.0,0.0,0.0,0.0,0.0,1141.0,8610.0,88.0,411.0,3862.0,41.0,1552.0,12472.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,5.3,0.0,1.0,13.0,7.0,0.0,5.0,7.0,0.0,0.0,True,False,False,False,False
44,185.0,185.42,255.0,4.73,31.5,0.0,114.0,7.78,4.32,4.0,134.0,0.0,0.0,0.0,0.0,0.0,1123.0,4943.0,136.0,215.0,2122.0,0.0,1338.0,7065.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,26.0,4.3,0.0,1.0,14.0,11.0,0.0,6.0,5.5,0.0,0.0,True,False,False,False,False
45,12.0,193.04,259.0,4.86,28.5,19.0,102.0,7.37,4.34,7.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,7200.0,79.0,627.0,7200.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,12.0,0.0,2.0,12.0,0.0,0.0,False,False,False,True,False
46,178.0,195.57999999999998,232.0,4.65,0.0,0.0,0.0,100.0,100.0,1.0,1.0,5880.0,9405.0,75274.0,569.0,280.0,1406.0,-478.0,59.0,0.0,0.0,0.0,1406.0,-478.0,59.0,0.0,21.0,34.0,61.8,254.0,7.8,7.3,2.0,1.0,132.3,4.0,-4.0,-0.8,0.0,0.0,0.0,0.0,0.0,4.0,-0.8,0.0,0.0,False,True,False,False,False
47,75.0,177.8,229.0,4.68,0.0,0.0,0.0,100.0,100.0,4.0,99.0,0.0,0.0,0.0,0.0,0.0,4756.0,20533.0,175.0,538.0,3980.0,7.0,5294.0,24513.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,51.0,3.7,0.0,2.0,12.0,6.0,0.0,12.0,4.3,0.0,0.0,False,False,True,False,False
48,149.0,177.8,265.0,4.62,0.0,22.0,0.0,100.0,100.0,7.0,229.0,0.0,0.0,0.0,0.0,0.0,2758.0,13237.0,195.0,234.0,1598.0,0.0,2992.0,14835.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,44.0,4.8,0.0,1.0,7.0,6.0,0.0,10.0,4.9,0.0,0.0,True,False,False,False,False
49,82.0,193.04,249.0,4.99,30.5,0.0,101.0,7.42,4.36,3.0,88.0,6354.0,10826.0,80516.0,756.0,197.0,2990.0,4653.0,89.0,2.0,12.0,0.0,2992.0,4665.0,89.0,74.08,19.0,33.0,61.3,246.0,7.7,9.0,3.0,0.0,144.7,8.0,20.0,2.2,0.0,1.0,3.0,0.0,0.0,8.0,2.2,37.04,0.0,False,True,False,False,False
50,93.0,187.96,202.0,4.4,0.0,0.0,0.0,100.0,100.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,169.0,2057.0,33.0,1468.0,29454.0,311.0,1637.0,31511.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,0.0,5.0,96.0,18.8,1.0,6.0,16.6,0.0,0.0,False,False,False,False,True
51,176.0,193.04,261.0,4.8,0.0,20.0,0.0,100.0,100.0,3.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.0,8590.0,43.0,556.0,8590.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,13.3,0.0,2.0,13.3,0.0,0.0,False,False,False,True,False
52,153.0,193.04,251.0,4.65,39.5,28.0,120.0,7.09,4.31,3.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False
53,165.0,193.04,220.0,4.84,31.0,0.0,103.0,7.38,4.21,3.0,97.0,4854.0,8146.0,68366.0,479.0,289.0,1287.0,-2454.0,48.0,0.0,0.0,0.0,1287.0,-2454.0,48.0,0.0,16.0,24.0,60.7,187.0,8.9,7.7,2.0,1.0,146.1,4.0,-9.0,-2.0,0.0,0.0,0.0,0.0,0.0,4.0,-2.0,0.0,0.0,False,True,False,False,False
54,141.0,190.5,258.0,4.62,37.0,26.0,122.0,6.74,4.25,2.0,61.0,0.0,0.0,0.0,0.0,0.0,138.0,204.0,0.0,766.0,7903.0,88.0,904.0,8107.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3,0.0,3.0,28.0,10.0,0.0,3.0,8.6,0.0,0.0,False,False,False,True,False
55,52.0,185.42,232.0,4.45,35.5,0.0,123.0,100.0,100.0,3.0,77.0,0.0,0.0,0.0,0.0,0.0,4289.0,21669.0,168.0,190.0,1210.0,0.0,4479.0,22879.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,76.0,4.6,0.0,2.0,16.0,5.5,0.0,15.0,4.5,0.0,0.0,False,False,True,False,False
56,129.0,177.8,220.0,4.48,0.0,19.0,0.0,100.0,100.0,4.0,105.0,2.0,13.0,70.0,2.0,0.0,3633.0,16287.0,97.0,238.0,1726.0,21.0,3871.0,18013.0,118.0,115.10000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,79.0,4.2,0.0,2.0,16.0,8.0,0.0,19.0,4.2,8.9,0.0,False,False,True,False,False
57,125.0,195.57999999999998,243.0,4.79,35.5,16.0,118.0,7.23,4.37,7.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1218.0,12376.0,119.0,1218.0,12376.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,34.0,10.0,0.0,4.0,10.0,0.0,0.0,False,False,False,True,False
58,184.0,182.88,202.0,4.44,0.0,0.0,0.0,100.0,100.0,4.0,115.0,0.0,0.0,0.0,0.0,0.0,4748.0,26338.0,475.0,183.0,2020.0,22.0,4931.0,28358.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,108.0,5.3,2.0,1.0,9.0,9.0,0.0,21.0,5.3,0.0,0.0,False,False,True,False,False
59,76.0,180.34,233.0,4.6,0.0,19.0,0.0,100.0,100.0,4.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
60,146.0,185.42,202.0,4.67,36.0,0.0,119.0,6.99,4.23,5.0,169.0,9.0,26.0,783.0,0.0,0.0,85.0,445.0,12.0,2182.0,29666.0,149.0,2267.0,30111.0,161.0,180.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,7.0,80.0,12.7,0.0,7.0,12.7,45.1,0.0,False,False,False,False,True
61,5.0,177.8,193.0,4.66,34.5,0.0,115.0,7.01,4.11,5.0,139.0,0.0,0.0,0.0,0.0,0.0,98.0,218.0,0.0,1842.0,27079.0,164.0,1940.0,27297.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,6.0,84.0,14.8,0.0,7.0,14.8,0.0,0.0,False,False,False,False,True
62,43.0,198.12,252.0,4.72,33.5,24.0,115.0,7.57,4.3,5.0,161.0,0.0,0.0,0.0,0.0,0.0,391.0,962.0,21.0,577.0,6895.0,83.0,968.0,7857.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,1.6,0.0,2.0,23.0,11.3,0.0,2.0,9.0,0.0,0.0,False,False,False,True,False
63,68.0,180.34,196.0,4.56,38.0,0.0,127.0,6.98,4.14,4.0,110.0,3905.0,6937.0,51089.0,198.0,297.0,2257.0,6982.0,99.0,17.0,17.0,0.0,2274.0,6999.0,99.0,257.38,16.0,27.0,62.7,223.0,7.4,6.9,1.0,1.0,133.3,10.0,22.0,3.0,0.0,1.0,1.0,1.0,0.0,10.0,3.0,15.139999999999999,0.0,False,True,False,False,False
64,163.0,187.96,223.0,4.42,0.0,0.0,0.0,100.0,100.0,3.0,65.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,638.0,8844.0,59.0,639.0,8854.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,0.0,3.0,53.0,13.0,0.0,3.0,13.0,0.0,0.0,False,False,False,False,True
65,76.0,175.26,213.0,4.63,32.5,22.0,112.0,7.32,4.47,4.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
